VbUy299ch56p4GYZTNDbvA	506	0.000,0.000,0.000,0.946,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000
YoLxK5EG8UgnueKAe7hj0g	127	0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.871,0.000,0.000,0.017
fOiYMacT7hiFHQ_maXao6Q	116	0.014,0.000,0.169,0.000,0.000,0.000,0.010,0.000,0.000,0.042,0.000,0.454,0.017,0.030,0.000,0.024,0.130,0.000,0.021,0.036
PW3ty0qUsqcLHKfFlhY-7A	70	0.026,0.010,0.256,0.000,0.012,0.063,0.285,0.000,0.011,0.191,0.000,0.000,0.018,0.010,0.013,0.020,0.011,0.013,0.013,0.013
8yOUOCQvuC9hgBn1wZp97A	81	0.015,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.239,0.577
si4n0EtvAl3QisVHoKPOuw	104	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.604,0.000,0.000,0.000,0.000,0.000,0.000,0.305,0.000,0.000,0.000,0.000,0.000
sHzkRr-86LIzIWy5vTZfzA	118	0.000,0.000,0.015,0.000,0.012,0.000,0.000,0.000,0.000,0.014,0.000,0.017,0.015,0.054,0.000,0.690,0.015,0.089,0.000,0.000
XtSPNWY6L70I6p9l8vnwWg	201	0.000,0.000,0.000,0.000,0.000,0.908,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
I2jOZdHzosP8krBcJmYsOQ	135	0.000,0.000,0.018,0.000,0.495,0.050,0.031,0.000,0.011,0.010,0.000,0.000,0.014,0.076,0.000,0.148,0.015,0.000,0.045,0.042
D-th9tb5poA6fZJinD2qCg	132	0.010,0.000,0.030,0.000,0.000,0.000,0.461,0.000,0.012,0.167,0.000,0.000,0.022,0.014,0.015,0.143,0.000,0.000,0.011,0.058
n9m1JjEzIskjcP8RPBymkg	113	0.013,0.000,0.000,0.026,0.365,0.011,0.000,0.000,0.034,0.000,0.000,0.301,0.027,0.084,0.000,0.016,0.040,0.014,0.000,0.000
ycp2bTvIVLEmVOcMG644lQ	76	0.016,0.000,0.031,0.023,0.131,0.015,0.000,0.011,0.000,0.016,0.048,0.016,0.551,0.013,0.032,0.013,0.012,0.016,0.015,0.011
o6q3jm-dU5A6nV3r2lBg9A	1511	0.000,0.000,0.000,0.000,0.000,0.000,0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.205,0.000,0.000,0.000,0.083,0.000
FVTDv0sQrZkXcqWnxZE9ow	108	0.010,0.000,0.000,0.018,0.355,0.000,0.000,0.000,0.010,0.000,0.000,0.323,0.020,0.084,0.000,0.066,0.022,0.011,0.000,0.018
63qnnzLaMCCSCwBsTc5_uA	210	0.000,0.221,0.237,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.443,0.000,0.000,0.000,0.014
W-drUupbzZmbq8QwNG7mDQ	295	0.000,0.000,0.000,0.025,0.000,0.000,0.012,0.652,0.000,0.000,0.000,0.024,0.000,0.017,0.177,0.000,0.000,0.000,0.061,0.000
YigI9naNis2hvBtlkXLTvQ	104	0.035,0.000,0.113,0.010,0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.296,0.000,0.041,0.090,0.106,0.156,0.028,0.000,0.000
i38R1KxL99JoG-Ns7FyyGw	149	0.000,0.000,0.198,0.000,0.000,0.366,0.000,0.000,0.000,0.236,0.000,0.000,0.039,0.025,0.000,0.046,0.012,0.000,0.010,0.000
MXYtu8-0eNkW6L4firJfcw	127	0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.683,0.000,0.000,0.000,0.181,0.021,0.000,0.000,0.000,0.000
gT7M8Qxq7wXwz4rY0Ltb2g	81	0.000,0.011,0.105,0.000,0.010,0.000,0.015,0.000,0.016,0.012,0.000,0.000,0.033,0.029,0.000,0.654,0.023,0.015,0.013,0.016
g78YUlxa6I4mJOL5Ap7-vA	55	0.000,0.000,0.000,0.000,0.000,0.020,0.013,0.064,0.000,0.000,0.000,0.000,0.014,0.010,0.769,0.000,0.000,0.000,0.000,0.000
slWILOuiZQFhao3_3lW3Dw	100	0.000,0.000,0.013,0.000,0.000,0.000,0.776,0.000,0.000,0.029,0.000,0.000,0.010,0.000,0.013,0.022,0.000,0.000,0.000,0.044
h4pm5J1NcOVVnaHuK93AEA	52	0.000,0.014,0.013,0.012,0.011,0.655,0.016,0.000,0.000,0.000,0.000,0.000,0.162,0.018,0.011,0.000,0.000,0.011,0.000,0.000
gl1p0g_BN_DC4Eh_hRaUEg	68	0.017,0.016,0.000,0.314,0.011,0.000,0.013,0.483,0.011,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.012,0.000,0.000
8lYK0L12S3EPeJ0ZW2x9xA	186	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.878,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.012
odYZoWQ_2qlIzDcdKehPjw	54	0.013,0.010,0.012,0.000,0.000,0.011,0.013,0.012,0.011,0.011,0.796,0.013,0.010,0.000,0.011,0.000,0.000,0.012,0.000,0.000
NPtsqrCbNXMQrlr8GeOvEw	77	0.000,0.605,0.000,0.011,0.000,0.040,0.023,0.000,0.000,0.000,0.000,0.000,0.013,0.160,0.000,0.015,0.000,0.000,0.019,0.028
rvNq0cz8zqAmCj3UZHyiQA	206	0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.648,0.000,0.000,0.000,0.000,0.011,0.256
LsduAqcmeq1186wE0q36qQ	55	0.011,0.803,0.000,0.000,0.014,0.010,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.012,0.013,0.010,0.012,0.010,0.000
kp0b4mnBiqH7ree4lYiTog	160	0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.868,0.000,0.000,0.000,0.000
PSpKOPwS1YFLsEVw4ZYSvQ	94	0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.869,0.000,0.011,0.000,0.000,0.000,0.000
gG0pitVnSaUMGbEL3boF0g	303	0.000,0.000,0.000,0.000,0.000,0.394,0.000,0.000,0.000,0.000,0.000,0.000,0.531,0.000,0.000,0.000,0.000,0.010,0.000,0.000
KifkRh0gGD0voBw4FHFCVA	221	0.000,0.000,0.000,0.000,0.028,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.550,0.000,0.000,0.000,0.000,0.000,0.000
CzfYoFeJX9bBYvRZoP2Q3Q	212	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.949,0.000,0.000,0.000,0.000,0.000,0.000
-UX8YtMlNX0XrDome7q4hw	107	0.017,0.010,0.000,0.070,0.677,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.028,0.051,0.000,0.011,0.044,0.000,0.000,0.000
UhJJPwLAOHe0B5ROsRMH-w	60	0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.020,0.000,0.000,0.000,0.053,0.013,0.000,0.013,0.000,0.000,0.023,0.788
k1a2rjxaRjiFPZEmQLadQw	80	0.014,0.000,0.000,0.013,0.000,0.000,0.012,0.014,0.014,0.000,0.813,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.011,0.000
52qiXvXpnkeUK4nDwpvrRQ	262	0.319,0.155,0.000,0.000,0.000,0.000,0.015,0.051,0.021,0.000,0.305,0.000,0.000,0.023,0.082,0.000,0.000,0.000,0.000,0.000
0tN8aU2P9GTVZXLnTGoKog	75	0.000,0.000,0.000,0.000,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.797
wmSs3-XzISPlI0eN3pwuJQ	65	0.089,0.129,0.019,0.060,0.017,0.000,0.028,0.132,0.011,0.021,0.372,0.000,0.013,0.014,0.019,0.010,0.014,0.011,0.017,0.000
CkqOdX64U7DrRvnfh_5HnQ	449	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.218,0.000,0.742,0.000,0.000,0.000,0.010
hMwiH0UTzOOP-7Ghxvkusg	94	0.000,0.000,0.011,0.014,0.000,0.000,0.000,0.000,0.038,0.010,0.000,0.000,0.456,0.124,0.000,0.249,0.000,0.020,0.000,0.000
OxK9hn4SRr6BuHsCEGRCHQ	78	0.012,0.000,0.010,0.028,0.000,0.289,0.047,0.014,0.000,0.150,0.179,0.000,0.093,0.036,0.020,0.011,0.016,0.011,0.018,0.037
1EwwxramuSKTTAlXP8wcfg	98	0.022,0.000,0.243,0.000,0.000,0.136,0.410,0.000,0.015,0.023,0.017,0.000,0.000,0.010,0.000,0.034,0.000,0.000,0.013,0.000
2qXRHP_Z7_PbG0WCAStzVg	58	0.017,0.000,0.013,0.012,0.594,0.000,0.010,0.000,0.000,0.012,0.000,0.170,0.017,0.013,0.000,0.029,0.026,0.017,0.012,0.000
e2DBROySYB4sySdIvQjA2g	107	0.011,0.000,0.035,0.028,0.013,0.011,0.000,0.000,0.000,0.056,0.000,0.052,0.000,0.024,0.000,0.556,0.055,0.089,0.000,0.000
FPuOTMD-dmXTFz3rUsEkMg	624	0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.048,0.000,0.000,0.534,0.189,0.077,0.000,0.011,0.000,0.000,0.000,0.035,0.000
G6mFQxCCmpoHGlGNz4T2Ug	77	0.000,0.000,0.000,0.011,0.405,0.000,0.000,0.000,0.000,0.000,0.000,0.412,0.000,0.019,0.000,0.010,0.018,0.011,0.000,0.027
kesYSgOJW5krU6L8n9qQ4Q	59	0.017,0.012,0.020,0.023,0.018,0.016,0.031,0.305,0.091,0.016,0.216,0.012,0.017,0.070,0.012,0.045,0.013,0.020,0.034,0.012
PcXQm5RXbNZP2GQKHu0QNQ	141	0.040,0.044,0.000,0.000,0.177,0.030,0.042,0.016,0.000,0.000,0.000,0.000,0.000,0.541,0.033,0.011,0.000,0.000,0.000,0.000
lSQAmoQtmciUld36ogOoOw	429	0.000,0.000,0.000,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000
eRmwZyVJQ9U0mj8fL3dS7A	173	0.021,0.000,0.395,0.000,0.000,0.000,0.000,0.000,0.000,0.248,0.000,0.090,0.000,0.000,0.000,0.038,0.143,0.000,0.000,0.000
G9LqeHoTnpCcQwClfp7DiQ	139	0.000,0.000,0.000,0.000,0.000,0.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.479
B_2mFXHgNZsRN9O5OOquEQ	56	0.014,0.142,0.087,0.000,0.409,0.000,0.018,0.000,0.070,0.059,0.000,0.012,0.014,0.023,0.000,0.063,0.012,0.012,0.013,0.011
elYM_Q52kprd1DYN3ty3rA	65	0.011,0.000,0.380,0.000,0.020,0.079,0.028,0.000,0.013,0.014,0.000,0.000,0.076,0.132,0.000,0.016,0.034,0.000,0.045,0.096
z9sRnN1gPyxz9SJ52XDWoQ	242	0.000,0.000,0.000,0.000,0.000,0.235,0.610,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.061,0.000
GBWMJJ4_rDWqiXJ7AvHAOg	331	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.835,0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0fAwBTmMYDTZFUv_YJbaYg	151	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.151,0.000,0.000,0.000,0.785
8OnhI_hDBZBwBWwmA1SLrA	162	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.911,0.000,0.000,0.000,0.014
uwStYTWVMr-0BihJD7CmSQ	124	0.000,0.000,0.027,0.000,0.000,0.000,0.653,0.000,0.000,0.236,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23keT4nl99-UhTtpTzlB8w	122	0.000,0.010,0.491,0.000,0.010,0.000,0.014,0.000,0.000,0.048,0.000,0.000,0.000,0.013,0.000,0.323,0.000,0.000,0.000,0.000
IY9NuJdUQHkTjBqZYfFNSQ	445	0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.416,0.000,0.023,0.000,0.065,0.105,0.000,0.000,0.242
xlRz-36eM3wDbzYwf8FLTQ	65	0.012,0.013,0.010,0.510,0.023,0.025,0.015,0.121,0.015,0.015,0.117,0.000,0.000,0.015,0.015,0.021,0.000,0.018,0.013,0.015
uenqgxc80dDTYB124GZvGQ	79	0.000,0.000,0.000,0.000,0.012,0.000,0.013,0.000,0.000,0.017,0.000,0.000,0.016,0.073,0.017,0.000,0.027,0.000,0.139,0.608
v0e_lNPRcM-c2YuFCEdVdw	133	0.000,0.000,0.000,0.000,0.000,0.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.019,0.000,0.000,0.000,0.011
Wp-cqmEOaqNJRX-ZAEw3QQ	245	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,0.000,0.851
zieQ0Yvh8f50-rjh4jWyKg	92	0.000,0.000,0.000,0.000,0.031,0.480,0.000,0.000,0.000,0.011,0.000,0.024,0.319,0.011,0.000,0.000,0.000,0.027,0.000,0.000
fy63jWd0T2VCrnY82Sb4og	51	0.000,0.000,0.013,0.075,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.311,0.000,0.000,0.012,0.011,0.360,0.120
8jN69vKcWC1Q8nmC2fthPg	112	0.000,0.000,0.000,0.000,0.000,0.808,0.000,0.010,0.017,0.000,0.000,0.000,0.000,0.028,0.000,0.018,0.000,0.000,0.000,0.017
lcy9Xjutd0_dzWFcPjd3SQ	87	0.000,0.000,0.000,0.014,0.012,0.511,0.000,0.000,0.000,0.000,0.000,0.000,0.147,0.027,0.000,0.000,0.000,0.179,0.000,0.000
ecGwxxLjGDDtpRRbK5RAHg	178	0.010,0.000,0.636,0.000,0.000,0.174,0.026,0.000,0.000,0.000,0.000,0.000,0.017,0.064,0.000,0.012,0.000,0.000,0.000,0.000
iPfzMNBgZEts9Hf6JyM4Jg	67	0.436,0.000,0.011,0.026,0.011,0.012,0.000,0.000,0.011,0.013,0.013,0.011,0.013,0.023,0.000,0.013,0.011,0.015,0.022,0.322
Xh-pnPzmUOnjyDE2bTGv5w	67	0.000,0.556,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.267,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.035
HxZflyUo1VWE6lF_b_rHVA	255	0.000,0.000,0.161,0.000,0.000,0.023,0.299,0.000,0.000,0.256,0.000,0.000,0.017,0.141,0.000,0.044,0.000,0.000,0.000,0.011
ynQ8NJB7SEAIkuUxopHPvA	152	0.000,0.000,0.036,0.000,0.000,0.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.000,0.000,0.000
u2fnxlXAqezqTHwGq8SHkg	179	0.012,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.848,0.000,0.000,0.000
c8TfKT7NdTuwcBZatXHmzg	195	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.937
QqrEF8_ZQCGi63cL10J5oA	341	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7hyQqnnAisSL-nfIWCPziQ	106	0.031,0.362,0.011,0.000,0.000,0.000,0.000,0.208,0.000,0.073,0.000,0.000,0.011,0.035,0.141,0.022,0.021,0.016,0.000,0.000
wys1HhKwy80LSIRqG_prEg	67	0.015,0.698,0.010,0.016,0.011,0.000,0.014,0.034,0.012,0.012,0.017,0.013,0.010,0.014,0.063,0.010,0.000,0.011,0.013,0.000
zHtCLIChaKxqFXfMZQHkMQ	199	0.084,0.000,0.022,0.000,0.014,0.473,0.000,0.000,0.000,0.076,0.000,0.047,0.000,0.019,0.000,0.059,0.157,0.013,0.000,0.000
axLBCbKyL09PjDiUuYKCGQ	448	0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.026,0.000,0.000,0.000,0.000,0.116,0.000,0.755,0.000,0.000,0.000,0.000
r4vLUSGdvAeJSb7Q8wZO8w	185	0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.819,0.000,0.037,0.063
ggXGOHshLOA3EEQ7aRwmDQ	106	0.000,0.021,0.153,0.031,0.000,0.277,0.055,0.012,0.041,0.026,0.013,0.000,0.132,0.145,0.000,0.016,0.016,0.017,0.011,0.000
RyEd54MOTc5OcYtOiDt11g	325	0.000,0.310,0.000,0.000,0.090,0.000,0.000,0.000,0.201,0.000,0.000,0.000,0.000,0.000,0.000,0.344,0.000,0.000,0.000,0.019
zxEjF0MSHuJRmE2-g_VWVg	118	0.000,0.000,0.000,0.000,0.000,0.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.010,0.021,0.000,0.000,0.000,0.014
6ZUNlT0iiHUEwZ-46GQmrg	123	0.010,0.107,0.000,0.000,0.000,0.000,0.010,0.212,0.013,0.000,0.079,0.000,0.000,0.016,0.409,0.000,0.000,0.068,0.000,0.000
U1wHJ4BX67ALKJaNolAihQ	88	0.000,0.000,0.000,0.107,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.605,0.000,0.000,0.000,0.014
H1YIowHp7SMbpVoOtSEIJg	135	0.000,0.000,0.000,0.000,0.000,0.847,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.024
VT8szgqlMT3Srnl01i11Ng	63	0.027,0.046,0.033,0.019,0.013,0.343,0.024,0.014,0.018,0.027,0.034,0.013,0.072,0.102,0.019,0.081,0.032,0.022,0.047,0.014
htAcLoJzr01QQE_wh1hRNQ	91	0.014,0.000,0.068,0.000,0.000,0.082,0.456,0.000,0.010,0.152,0.000,0.000,0.042,0.016,0.020,0.027,0.000,0.014,0.023,0.024
fuALJnzgGDh1yiXuEkqlbQ	56	0.053,0.034,0.018,0.036,0.014,0.295,0.014,0.019,0.015,0.026,0.020,0.012,0.018,0.248,0.010,0.041,0.039,0.017,0.058,0.012
dFJRlUpwB230STqxg2Usig	173	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41m0Mepm_XeBMS2azfK-vA	189	0.498,0.000,0.000,0.193,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.199,0.037,0.000,0.000,0.000,0.000,0.000
2GkjBgWrjMGRVXj5WFJSJQ	87	0.035,0.047,0.220,0.019,0.013,0.016,0.000,0.017,0.015,0.023,0.158,0.019,0.000,0.041,0.013,0.227,0.064,0.015,0.000,0.035
sSkLiIMnOBaN-XKwV5r3Cg	73	0.013,0.725,0.012,0.013,0.000,0.010,0.014,0.022,0.012,0.000,0.000,0.000,0.011,0.000,0.073,0.011,0.000,0.010,0.000,0.010
iSvN67I5W9VRC-mAUbgIuQ	73	0.063,0.082,0.028,0.025,0.014,0.144,0.014,0.011,0.024,0.047,0.012,0.015,0.056,0.248,0.012,0.098,0.026,0.030,0.039,0.014
ASisfEwttTAHUxt6nOet4A	53	0.010,0.000,0.737,0.011,0.000,0.011,0.011,0.000,0.021,0.012,0.000,0.000,0.014,0.036,0.012,0.012,0.019,0.000,0.014,0.029
tWMB8AiE2qgimoZ5mt40OA	83	0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.013,0.000,0.837
7zXF3g-cF4PRST7s0SEA9w	51	0.030,0.010,0.702,0.018,0.013,0.011,0.011,0.000,0.011,0.012,0.000,0.000,0.012,0.051,0.015,0.028,0.012,0.011,0.011,0.017
f_cPl8sxSbVxdEivg0DAFw	450	0.000,0.000,0.000,0.000,0.000,0.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
DOdbSGm9ULZlVz-1-Jjhmg	201	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000
zZ74PVmC7CaSIueK7gtLmw	84	0.011,0.011,0.000,0.000,0.000,0.703,0.010,0.000,0.064,0.000,0.000,0.000,0.000,0.078,0.000,0.013,0.000,0.000,0.011,0.000
EmiLicuoBgr6Qax6JUT4cg	56	0.000,0.828,0.000,0.000,0.011,0.010,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000
lSeEbTefwsBytTjOigFLlQ	54	0.018,0.013,0.584,0.017,0.013,0.072,0.028,0.013,0.016,0.024,0.015,0.012,0.021,0.030,0.016,0.023,0.029,0.019,0.022,0.016
gx7VP1RlABZsof0G8S4Ltg	138	0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.873,0.000,0.000,0.000
vZZK2TY8_oZefgSYbgtYAQ	119	0.000,0.881,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000
n8sDrOo5oOlhTS7eYkiZpA	70	0.072,0.000,0.310,0.043,0.012,0.014,0.015,0.013,0.013,0.020,0.000,0.000,0.161,0.019,0.066,0.020,0.071,0.011,0.013,0.101
zzaVbMFc9VH6EbSHJqfbCg	238	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.911,0.000,0.000,0.000,0.000
HbRpu_sO3ouX0a9CiRTXEA	131	0.012,0.000,0.000,0.015,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.671,0.018,0.014,0.000,0.000,0.038,0.060,0.000,0.095
Hd97N_WkZ_RJ6nsekbNrKQ	484	0.000,0.709,0.045,0.012,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.124,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000
9zkMiXexYMFmG1xmFoEmBw	57	0.000,0.000,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.765
iV5yy8EbjsPoYWtjRhB61Q	52	0.014,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.014,0.011,0.019,0.017,0.000,0.000,0.010,0.785,0.021,0.011,0.000
RSGqAGFmgfoVssOBfkldXA	305	0.022,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.024,0.053,0.000,0.494,0.000,0.000,0.000,0.094,0.065,0.012,0.030,0.112
